Sum of Quantity,Style,Item No_,Season Code,Item Description,Variant Color,Variant Code,Item Barcode,Selling Price,Location Code,100.0,103.0,105.0,106.0,108.0,109.0,113.0,114.0,116.0,117.0,201.0,251.0,301.0,302.0,401.0,501.0,551.0,TRUCK,Grand Total
10-10-30,PAULA,102473,SP24,PAULA - CROPPED BLOUSON BOMBER W/SHIRT COLLAR,SKY BLUE,410.M,0135729108089,219.99,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,,1,4
10-10-30,PAULA,102473,SP24,PAULA - CROPPED BLOUSON BOMBER W/SHIRT COLLAR,SKY BLUE,410.L,0135729108090,219.99,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,,,,2.0,,,,0,3
10-10-30,PHYLLA,102216,FA24,PHYLLA - BIKER-INSPIRED BOMBER W/EPAULETTES,BLACK,990.3XS,0135729106883,219.99,0.0,1.0,0.0,0.0,,0.0,,,,0.0,,,,,0.0,0.0,,,0,1
10-10-30,PHYLLA,102216,FA24,PHYLLA - BIKER-INSPIRED BOMBER W/EPAULETTES,BLACK,990.2XS,0135729106884,219.99,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,0.0,0.0,0.0,0.0,,0,7
10-10-30,PHYLLA,102216,FA24,PHYLLA - BIKER-INSPIRED BOMBER W/EPAULETTES,BLACK,990.XS,0135729106885,219.99,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0,1
10-10-30,REETA,102504,SP25,REETA - FABRIC SHORT TRENCH W/LEATHER TRIMS ,SAND,116.3XS,0135729108274,119.99,0.0,3.0,,,,,0.0,,,,1.0,,,0.0,0.0,0.0,,0.0,0,4
10-10-30,REETA,102504,SP25,REETA - FABRIC SHORT TRENCH W/LEATHER TRIMS ,SAND,116.2XS,0135729108275,119.99,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,0,3
10-10-30,REETA,102504,SP25,REETA - FABRIC SHORT TRENCH W/LEATHER TRIMS ,SAND,116.XS,0135729108276,119.99,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,1.0,1.0,0.0,0.0,0.0,0,8
10-10-30,REETA,102504,SP25,REETA - FABRIC SHORT TRENCH W/LEATHER TRIMS ,SAND,116.S,0135729108277,119.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,1.0,0.0,0.0,0.0,0.0,0,2
10-10-30,REETA,102504,SP25,REETA - FABRIC SHORT TRENCH W/LEATHER TRIMS ,SAND,116.M,0135729108278,119.99,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,1.0,2.0,0.0,0.0,0.0,0,8
10-10-30,REETA,102504,SP25,REETA - FABRIC SHORT TRENCH W/LEATHER TRIMS ,SAND,116.L,0135729108279,119.99,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,1,3
10-10-30,REETA,102504,SP25,REETA - FABRIC SHORT TRENCH W/LEATHER TRIMS ,SAND,116.XL,0135729108280,119.99,0.0,2.0,1.0,1.0,0.0,0.0,0.0,,0.0,,1.0,0.0,,,0.0,0.0,,0.0,0,5
10-10-30,REETA,102504,SP25,REETA - FABRIC SHORT TRENCH W/LEATHER TRIMS ,ELEMENTAL BLUE,414.3XS,0135729108281,119.99,0.0,1.0,,,,,,,,,,,,0.0,1.0,,,0.0,0,2
10-10-30,REETA,102504,SP25,REETA - FABRIC SHORT TRENCH W/LEATHER TRIMS ,ELEMENTAL BLUE,414.2XS,0135729108282,119.99,0.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,1.0,0.0,0.0,0.0,0.0,0,9
10-10-30,REETA,102504,SP25,REETA - FABRIC SHORT TRENCH W/LEATHER TRIMS ,ELEMENTAL BLUE,414.XS,0135729108283,119.99,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,1.0,2.0,0.0,0.0,0.0,1,11
10-10-30,REETA,102504,SP25,REETA - FABRIC SHORT TRENCH W/LEATHER TRIMS ,ELEMENTAL BLUE,414.S,0135729108284,119.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,1.0,1.0,0.0,0.0,0.0,0,3
10-10-30,REETA,102504,SP25,REETA - FABRIC SHORT TRENCH W/LEATHER TRIMS ,ELEMENTAL BLUE,414.M,0135729108285,119.99,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,1.0,1.0,1.0,0.0,0.0,1,7
10-10-30,REETA,102504,SP25,REETA - FABRIC SHORT TRENCH W/LEATHER TRIMS ,ELEMENTAL BLUE,414.L,0135729108286,119.99,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,1.0,0.0,1.0,0.0,0.0,0,4
10-10-30,REETA,102504,SP25,REETA - FABRIC SHORT TRENCH W/LEATHER TRIMS ,ELEMENTAL BLUE,414.XL,0135729108287,119.99,0.0,0.0,0.0,0.0,1.0,,0.0,,0.0,0.0,1.0,0.0,,,0.0,0.0,,0.0,0,2
10-10-30,RIAHN,102244,FA24,RIAHN - CROPPED WOOL JACKET W/RIB COLLAR,BLACK,990.3XS,0135729106543,99.99,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,,,0,3
10-10-30,SALLY,102605,FA25,SALLY - LEATHER/SHEARLING JACKET W/FUNNEL COLLAR,BLACK,990.2XS.,0135729109612,599,2.0,5.0,,0.0,,,,,,,0.0,,,,,0.0,,,0,7
10-10-30,SALLY,102605,FA25,SALLY - LEATHER/SHEARLING JACKET W/FUNNEL COLLAR,BLACK,990.XS.,0135729109613,599,7.0,5.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,,,,1.0,,,0,13
10-10-30,SALLY,102605,FA25,SALLY - LEATHER/SHEARLING JACKET W/FUNNEL COLLAR,BLACK,990.S.,0135729109614,599,7.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,,1.0,,,0,12
10-10-30,SALLY,102605,FA25,SALLY - LEATHER/SHEARLING JACKET W/FUNNEL COLLAR,BLACK,990.M.,0135729109615,599,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,0.0,,,1,12
10-10-30,SALLY,102605,FA25,SALLY - LEATHER/SHEARLING JACKET W/FUNNEL COLLAR,BLACK,990.L.,0135729109616,599,3.0,3.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,,,1.0,,,0,7
10-10-30,SAMARA,102423,SP24,SAMARA-REV.BOMBER W/BONDED LEATHER & BANDED COLLAR,BLACK/GOLD,953.2XS,0135729107659,199.99,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,,,,1.0,,,,0,1
10-10-30,SHYLA,101638,FA25,SHYLA - BIKER BOMBER WITH REMOVABLE FUR COLLAR,BLACK,990.3XS,0135729100922,229.99,0.0,0.0,,1.0,,1.0,,,0.0,,0.0,1.0,,0.0,1.0,,,,0,4
10-10-30,SHYLA,101638,FA25,SHYLA - BIKER BOMBER WITH REMOVABLE FUR COLLAR,BLACK,990.2XS,0135729100923,229.99,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,,1.0,1.0,1.0,,,0,8
10-10-30,SHYLA,101638,FA25,SHYLA - BIKER BOMBER WITH REMOVABLE FUR COLLAR,BLACK,990.XS,0135729100924,229.99,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,,,0,5
10-10-30,SHYLA,101638,FA25,SHYLA - BIKER BOMBER WITH REMOVABLE FUR COLLAR,BLACK,990.M,0135729100926,229.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1
10-10-30,SHYLA,101638,FA25,SHYLA - BIKER BOMBER WITH REMOVABLE FUR COLLAR,BLACK,990.L,0135729100927,229.99,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,1.0,1.0,,0.0,0.0,0.0,0,5
10-10-30,SHYLA,101638,FA25,SHYLA - BIKER BOMBER WITH REMOVABLE FUR COLLAR,BLACK,990.XL,0135729100928,229.99,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,,1.0,0.0,1.0,0,7
10-10-30,SHYLA,101638,FA25,SHYLA - BIKER BOMBER WITH REMOVABLE FUR COLLAR,BLACK,990.2XL,0135729100929,229.99,0.0,0.0,,0.0,0.0,0.0,,0.0,,,0.0,1.0,1.0,1.0,,,,0.0,0,3
10-10-30,SHYLA,101638,FA25,SHYLA - BIKER BOMBER WITH REMOVABLE FUR COLLAR,BRITISH TAN,723.3XS.,0135729109345,229.99,0.0,,,1.0,,1.0,,,,,0.0,,,1.0,0.0,,,,0,3
10-10-30,SHYLA,101638,FA25,SHYLA - BIKER BOMBER WITH REMOVABLE FUR COLLAR,BRITISH TAN,723.2XS.,0135729109346,229.99,1.0,0.0,,1.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,,,0,5
10-10-30,SHYLA,101638,FA25,SHYLA - BIKER BOMBER WITH REMOVABLE FUR COLLAR,BRITISH TAN,723.XS.,0135729109340,229.99,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,2,6
10-10-30,SHYLA,101638,FA25,SHYLA - BIKER BOMBER WITH REMOVABLE FUR COLLAR,BRITISH TAN,723.S.,0135729109342,229.99,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0,6
10-10-30,SHYLA,101638,FA25,SHYLA - BIKER BOMBER WITH REMOVABLE FUR COLLAR,BRITISH TAN,723.M.,0135729109343,229.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,2
10-10-30,SHYLA,101638,FA25,SHYLA - BIKER BOMBER WITH REMOVABLE FUR COLLAR,BRITISH TAN,723.L.,0135729109344,229.99,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,2
10-10-30,SHYLA,101638,FA25,SHYLA - BIKER BOMBER WITH REMOVABLE FUR COLLAR,BRITISH TAN,723.XL.,0135729109341,229.99,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0,2
10-10-30,SHYLA,101638,FA25,SHYLA - BIKER BOMBER WITH REMOVABLE FUR COLLAR,BRITISH TAN,723.2XL.,0135729109347,229.99,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,1.0,,,1.0,0.0,0.0,0,3
10-10-30,SIMONE,102744,SP25,SIMONE - MOTOCROSS BOMBER W/ CHEST POCKETS ,BLACK,990.3XS.,0135729110831,567,0.0,3.0,,,,,,,,1.0,,,,,1.0,,,,0,5
10-10-30,SIMONE,102744,SP25,SIMONE - MOTOCROSS BOMBER W/ CHEST POCKETS ,BLACK,990.2XS.,0135729110832,567,0.0,5.0,,,,,,,,1.0,1.0,,,,1.0,1.0,,,0,9
10-10-30,SIMONE,102744,SP25,SIMONE - MOTOCROSS BOMBER W/ CHEST POCKETS ,BLACK,990.XS.,0135729110833,567,3.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,0,21
10-10-30,SIMONE,102744,SP25,SIMONE - MOTOCROSS BOMBER W/ CHEST POCKETS ,BLACK,990.S.,0135729110834,567,7.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,,1,29
10-10-30,SIMONE,102744,SP25,SIMONE - MOTOCROSS BOMBER W/ CHEST POCKETS ,BLACK,990.M.,0135729110835,567,6.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0,28
10-10-30,SIMONE,102744,SP25,SIMONE - MOTOCROSS BOMBER W/ CHEST POCKETS ,BLACK,990.L.,0135729110836,567,0.0,5.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,1.0,1.0,1.0,2.0,,1.0,1.0,1.0,0,19
10-10-30,SIMONE,102744,SP25,SIMONE - MOTOCROSS BOMBER W/ CHEST POCKETS ,BLACK,990.XL.,0135729110837,567,0.0,3.0,,,1.0,,1.0,,,,1.0,,1.0,,,1.0,1.0,1.0,0,10
10-10-30,SIMONE,102744,SP25,SIMONE - MOTOCROSS BOMBER W/ CHEST POCKETS ,BLACK,990.2XL.,0135729110838,567,1.0,3.0,,,,,,,,,,,1.0,,,,,,0,5
10-10-30,TATIANA,101029,FA25,TATIANA - BIKER W/MULTI STITCHES SLEEVE HEM,BLACK,990.3XS,9135729099521,299,0.0,5.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,2.0,,0.0,,1.0,0.0,0.0,0.0,1.0,0,14
10-10-30,TATIANA,101029,FA25,TATIANA - BIKER W/MULTI STITCHES SLEEVE HEM,BLACK,990.2XS,9135729099538,299,0.0,-2.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,,1.0,2.0,0.0,0.0,1.0,1,10
10-10-30,TATIANA,101029,FA25,TATIANA - BIKER W/MULTI STITCHES SLEEVE HEM,BLACK,990.XS,9135729099545,299,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,0,12
10-10-30,TATIANA,101029,FA25,TATIANA - BIKER W/MULTI STITCHES SLEEVE HEM,BLACK,990.S,9135729099552,299,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,3
10-10-30,TATIANA,101029,FA25,TATIANA - BIKER W/MULTI STITCHES SLEEVE HEM,BLACK,990.M,9135729099569,299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,-1.0,1.0,0.0,2,6
10-10-30,TATIANA,101029,FA25,TATIANA - BIKER W/MULTI STITCHES SLEEVE HEM,BLACK,990.L,9135729099576,299,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,0,8
10-10-30,TATIANA,101029,FA25,TATIANA - BIKER W/MULTI STITCHES SLEEVE HEM,BLACK,990.XL,9135729099583,299,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0,8
10-10-30,TATIANA,101029,FA25,TATIANA - BIKER W/MULTI STITCHES SLEEVE HEM,BLACK,990.2XL,9135729099590,299,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,,0.0,,1.0,0.0,1.0,0,6
10-10-30,TATIANA,101029,FA25,TATIANA - BIKER W/MULTI STITCHES SLEEVE HEM,BRITISH TAN,7232XS,0135729102801,299,0.0,0.0,,0.0,1.0,0.0,,0.0,,,,,,0.0,0.0,1.0,0.0,,0,2
10-10-30,TATIANA,101029,FA25,TATIANA - BIKER W/MULTI STITCHES SLEEVE HEM,BRITISH TAN,723XS,0135729102795,299,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,,0.0,0.0,,0,1
10-10-30,TATIANA,101029,FA25,TATIANA - BIKER W/MULTI STITCHES SLEEVE HEM,BRITISH TAN,723L,0135729102799,299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,1.0,0.0,,0,1
10-10-30,TATIANA,101029,FA25,TATIANA - BIKER W/MULTI STITCHES SLEEVE HEM,BRITISH TAN,723XL,0135729102796,299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,1.0,,0.0,,,0,1
10-10-30,TATIANA,101029,FA25,TATIANA - BIKER W/MULTI STITCHES SLEEVE HEM,CARAMEL,710.3XS,0135729101023,299,0.0,0.0,,0.0,1.0,,,,0.0,,,,,1.0,,,0.0,,0,2
10-10-30,TATIANA,101029,FA25,TATIANA - BIKER W/MULTI STITCHES SLEEVE HEM,CARAMEL,710.XS,0135729101018,299,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,,,0.0,,0,1
10-10-30,TATIANA,101029,FA25,TATIANA - BIKER W/MULTI STITCHES SLEEVE HEM,CARAMEL,710.S,0135729101020,299,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,,,0.0,,2.0,,,0.0,,0,4
10-10-30,TATIANA,101029,FA25,TATIANA - BIKER W/MULTI STITCHES SLEEVE HEM,RED,620.3XS,0135729101805,299,0.0,0.0,,0.0,,0.0,,,0.0,,1.0,,,,,,,,0,1
10-10-30,TATIANA,101029,FA25,TATIANA - BIKER W/MULTI STITCHES SLEEVE HEM,RED,620.2XS,0135729101806,299,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,0.0,,0.0,0.0,,,,0,1
10-10-30,TATIANA,101029,FA25,TATIANA - BIKER W/MULTI STITCHES SLEEVE HEM,RED,620.XS,0135729101800,299,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,1.0,0.0,,0.0,0.0,,,,0,3
10-10-30,TATIANA,101029,FA25,TATIANA - BIKER W/MULTI STITCHES SLEEVE HEM,RED,620.M,0135729101803,299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,,0.0,0.0,,,,0,1
10-10-30,TATIANA,101029,FA25,TATIANA - BIKER W/MULTI STITCHES SLEEVE HEM,RED,620.XL,0135729101801,299,0.0,0.0,,0.0,0.0,,0.0,,0.0,,1.0,0.0,,0.0,,,,,0,1
10-10-30,TILLY,102218,SP25,TILLY - MAILMAN JACKET W/ CLEAN ZIP-FRONT ,BLACK,990.S,0135729106854,447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,,0.0,0.0,0.0,0.0,,0,-1
10-10-30,TILLY,102218,SP25,TILLY - MAILMAN JACKET W/ CLEAN ZIP-FRONT ,BLACK,990.2XL,0135729106858,447,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,1.0,1.0,0,3
10-10-30,TILLY,102218,SP25,TILLY - MAILMAN JACKET W/ CLEAN ZIP-FRONT ,CARAMEL,710.3XS.,0135729110325,447,4.0,3.0,,1.0,,,,,,1.0,1.0,,,,1.0,,,,0,11
10-10-30,TILLY,102218,SP25,TILLY - MAILMAN JACKET W/ CLEAN ZIP-FRONT ,CARAMEL,710.2XS.,0135729110326,447,4.0,3.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,0,19
10-10-30,TILLY,102218,SP25,TILLY - MAILMAN JACKET W/ CLEAN ZIP-FRONT ,CARAMEL,710.XS.,0135729110320,447,6.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,0,25
10-10-30,TILLY,102218,SP25,TILLY - MAILMAN JACKET W/ CLEAN ZIP-FRONT ,CARAMEL,710.S.,0135729110322,447,4.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1,24
10-10-30,TILLY,102218,SP25,TILLY - MAILMAN JACKET W/ CLEAN ZIP-FRONT ,CARAMEL,710.M.,0135729110323,447,4.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,23
10-10-30,TILLY,102218,SP25,TILLY - MAILMAN JACKET W/ CLEAN ZIP-FRONT ,CARAMEL,710.L.,0135729110324,447,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,0,20
10-10-30,TILLY,102218,SP25,TILLY - MAILMAN JACKET W/ CLEAN ZIP-FRONT ,CARAMEL,710.XL.,0135729110321,447,0.0,,,,,,,,,,,1.0,1.0,,,,1.0,1.0,0,4
10-10-30,VALE,102419,FA26,VALE - RUB-OFF LEATHER CASUAL BIKER BOMBER,BLACK,990.3XS,0135729107649,497,0.0,0.0,,0.0,,0.0,0.0,0.0,1.0,0.0,,,,,0.0,0.0,,,0,1
10-10-30,VALE,102419,FA26,VALE - RUB-OFF LEATHER CASUAL BIKER BOMBER,BLACK,990.2XS,0135729107650,497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,0.0,0.0,,,0,1
10-10-30,VALE,102419,FA26,VALE - RUB-OFF LEATHER CASUAL BIKER BOMBER,BLACK,990.M,0135729107653,497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,,,0.0,0.0,0.0,,0,1
10-10-30,VALE,102419,FA26,VALE - RUB-OFF LEATHER CASUAL BIKER BOMBER,BLACK,990.L,0135729107654,497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,,,0.0,0.0,0.0,,1,2
10-10-30,VALE,102419,FA26,VALE - RUB-OFF LEATHER CASUAL BIKER BOMBER,RUB-OFF BLACK,977.3XS.,0135729110365,497,8.0,3.0,,1.0,,,,,,1.0,1.0,,,,1.0,,,,0,15
10-10-30,VALE,102419,FA26,VALE - RUB-OFF LEATHER CASUAL BIKER BOMBER,RUB-OFF BLACK,977.2XS.,0135729110366,497,3.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,2.0,1.0,1.0,,,1,22
10-10-30,VALE,102419,FA26,VALE - RUB-OFF LEATHER CASUAL BIKER BOMBER,RUB-OFF BLACK,977.XS.,0135729110360,497,6.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0,28
10-10-30,VALE,102419,FA26,VALE - RUB-OFF LEATHER CASUAL BIKER BOMBER,RUB-OFF BLACK,977.S.,0135729110362,497,6.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,27
10-10-30,VALE,102419,FA26,VALE - RUB-OFF LEATHER CASUAL BIKER BOMBER,RUB-OFF BLACK,977.M.,0135729110363,497,12.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,32
10-10-30,VALE,102419,FA26,VALE - RUB-OFF LEATHER CASUAL BIKER BOMBER,RUB-OFF BLACK,977.L.,0135729110364,497,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,20
10-10-30,VALE,102419,FA26,VALE - RUB-OFF LEATHER CASUAL BIKER BOMBER,RUB-OFF BLACK,977.XL.,0135729110361,497,0.0,3.0,,1.0,0.0,,,,,,1.0,,1.0,,1.0,,1.0,0.0,0,8
10-10-30,ZIARA,100930,FA25,ZIARA - FITTED BOMBER W/HIGH STAND COLLAR,BLACK,990.3XS,9135729098746,199.99,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,,0.0,,,0.0,0.0,,,,0,1
10-10-30,ZIARA,100930,FA25,ZIARA - FITTED BOMBER W/HIGH STAND COLLAR,BLACK,990.2XS,9135729098753,199.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,,,0,1
10-10-30,ZIARA,100930,FA25,ZIARA - FITTED BOMBER W/HIGH STAND COLLAR,BLACK,990.XS,9135729098760,199.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,1,2
10-10-30,ZIARA,100930,FA25,ZIARA - FITTED BOMBER W/HIGH STAND COLLAR,BLACK,990.S,9135729098777,199.99,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,2
10-10-30,ZIARA,100930,FA25,ZIARA - FITTED BOMBER W/HIGH STAND COLLAR,BLACK,990.M,9135729098784,199.99,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-1
10-10-30,ZIARA,100930,FA25,ZIARA - FITTED BOMBER W/HIGH STAND COLLAR,BLACK,990.L,9135729098791,199.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
10-10-30,ZIARA,100930,FA25,ZIARA - FITTED BOMBER W/HIGH STAND COLLAR,BLACK,990.2XL,9135729098814,199.99,0.0,0.0,,0.0,0.0,,,0.0,,,0.0,0.0,0.0,,0.0,,1.0,0.0,0,1
10-10-30,ZIARA,100930,FA25,ZIARA - FITTED BOMBER W/HIGH STAND COLLAR,BRITISH TAN,723.3XS.,0135729109337,199.99,0.0,,,1.0,,,,,,,0.0,,,0.0,0.0,,,,0,1
10-10-30,ZIARA,100930,FA25,ZIARA - FITTED BOMBER W/HIGH STAND COLLAR,BRITISH TAN,723.2XS.,0135729109338,199.99,1.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,1.0,0.0,0.0,,,0,4
10-10-30,ZIARA,100930,FA25,ZIARA - FITTED BOMBER W/HIGH STAND COLLAR,BRITISH TAN,723.XS.,0135729109332,199.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,0,1
10-10-30,ZIARA,100930,FA25,ZIARA - FITTED BOMBER W/HIGH STAND COLLAR,BRITISH TAN,723.M.,0135729109335,199.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
10-20-10,ATHENA,102456,SP25,ATHENA - LEATHER JACKET W/ CF TIE & FITTED,BLACK,990.2XS,0135729107871,199.99,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,,1.0,2.0,0.0,,,0,9
10-20-10,ATHENA,102456,SP25,ATHENA - LEATHER JACKET W/ CF TIE & FITTED,BLACK,990.XS,0135729107872,199.99,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0,6
10-20-10,ATHENA,102456,SP25,ATHENA - LEATHER JACKET W/ CF TIE & FITTED,BLACK,990.S,0135729107873,199.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,1.0,0.0,0.0,0.0,1.0,0,4
