Item Product Group Code,Style,Item No_,Season Code,Item Description,Variant Color,Variant Code,Item Barcode,Selling Price,Location Code,100.0,103.0,105.0,106.0,108.0,109.0,113.0,114.0,116.0,117.0,201.0,251.0,301.0,302.0,401.0,501.0,551.0,TRUCK,Grand Total,total_quantity,total_value,tier,reorder_quantity,tier_description
73-64-97,BRENNA,750702,FA24,BRENNA - WOMEN'S COATS IN CAMEL,CAMEL,549.L,4894620985617,513.97,11,11.0,32.0,50.0,31.0,20.0,39.0,8.0,5.0,21.0,5.0,24.0,1.0,4.0,25.0,6.0,13.0,16.0,4,311,311,159844.67,best_sellers,616,Top 10% performers - High demand items
17-78-45,MONACO,195454,ALL SEASON,MONACO - WOMEN'S LEATHER JACKETS IN MINK,MINK,990.NS,8794750500893,591.76,23,23.0,22.0,34.0,23.0,40.0,42.0,1.0,8.0,11.0,4.0,3.0,0.0,8.0,14.0,1.0,23.0,13.0,5,270,270,159775.2,best_sellers,660,Top 10% performers - High demand items
18-43-84,BRENNA,637479,FA25,BRENNA - WOMEN'S COATS IN BLACK,BLACK,549.2XS,2830125522478,558.22,35,35.0,35.0,16.0,20.0,9.0,50.0,8.0,10.0,1.0,17.0,9.0,12.0,21.0,15.0,2.0,13.0,13.0,5,286,286,159650.92,best_sellers,616,Top 10% performers - High demand items
27-55-82,ALEKSIA,502906,FA24,ALEKSIA - WOMEN'S LEATHER JACKETS IN BORDEAUX,BORDEAUX,549.M,1319501030269,475.11,82,82.0,27.0,5.0,30.0,18.0,45.0,21.0,19.0,2.0,5.0,10.0,10.0,10.0,13.0,11.0,10.0,16.0,5,334,334,158686.74,best_sellers,660,Top 10% performers - High demand items
76-68-56,AZARIA,907979,FA24,AZARIA - WOMEN'S COATS IN LATTE,LATTE,440NS,9928372243743,500.56,41,41.0,24.0,35.0,20.0,0.0,39.0,11.0,7.0,9.0,25.0,14.0,8.0,24.0,20.0,4.0,16.0,19.0,2,316,316,158176.96,best_sellers,616,Top 10% performers - High demand items
53-75-98,AZARIA,203368,SP24,AZARIA - WOMEN'S COATS IN TEAL,TEAL,660.NS,6900741730928,368.95,78,78.0,80.0,47.0,35.0,34.0,45.0,24.0,15.0,7.0,5.0,14.0,14.0,1.0,5.0,7.0,7.0,10.0,2,428,428,157910.6,best_sellers,616,Top 10% performers - High demand items
23-68-95,MONACO,283184,FA26,MONACO - WOMEN'S LEATHER JACKETS IN DARK TAUPE,DARK TAUPE,549.2XL,4443405382207,523.21,71,71.0,15.0,21.0,16.0,28.0,43.0,3.0,2.0,17.0,2.0,17.0,19.0,17.0,5.0,15.0,8.0,2.0,3,301,301,157486.21000000002,best_sellers,660,Top 10% performers - High demand items
58-19-72,ALIE,372268,KI00,ALIE - WOMEN'S COATS IN BLACK,BLACK,660.NS,4110065983288,476.57,79,79.0,43.0,29.0,38.0,27.0,11.0,17.0,14.0,7.0,4.0,15.0,3.0,1.0,23.0,3.0,3.0,13.0,3,330,330,157268.1,best_sellers,616,Top 10% performers - High demand items
12-53-98,AGGIE,210705,SP25,AGGIE - WOMEN'S COATS IN BORDEAUX,BORDEAUX,549.2XS,6445884682352,485.04,37,37.0,35.0,43.0,40.0,17.0,27.0,8.0,4.0,16.0,16.0,3.0,22.0,8.0,20.0,1.0,11.0,16.0,4,324,324,157152.96000000002,best_sellers,616,Top 10% performers - High demand items
48-20-55,MONACO,932970,KI00,MONACO - WOMEN'S LEATHER JACKETS IN CAMEL,CAMEL,440NS,2765059845536,459.51,52,52.0,1.0,20.0,32.0,34.0,47.0,20.0,8.0,10.0,18.0,15.0,15.0,16.0,22.0,6.0,6.0,20.0,0,342,342,157152.41999999998,best_sellers,660,Top 10% performers - High demand items
44-40-70,AZARIA,550992,SP25,AZARIA - WOMEN'S COATS IN SAGE,SAGE,440NS,5638048259299,414.37,64,64.0,79.0,42.0,16.0,18.0,6.0,23.0,4.0,17.0,4.0,17.0,25.0,11.0,1.0,19.0,14.0,17.0,3,377,377,156217.49,best_sellers,616,Top 10% performers - High demand items
81-44-43,ALYSON,562349,FA26,ALYSON - WOMEN'S LEATHER JACKETS IN DUSK,DUSK,730.S,6724247176192,407.75,64,64.0,64.0,50.0,45.0,20.0,1.0,10.0,2.0,21.0,10.0,17.0,5.0,9.0,25.0,9.0,23.0,8.0,3,383,383,156168.25,best_sellers,660,Top 10% performers - High demand items
93-98-82,AZARIA,882421,KI00,AZARIA - WOMEN'S COATS IN TEAL,TEAL,730.XL,8180185515057,510.05,23,23.0,100.0,24.0,7.0,26.0,17.0,11.0,12.0,11.0,9.0,5.0,0.0,11.0,8.0,11.0,10.0,20.0,3,305,305,155565.25,best_sellers,616,Top 10% performers - High demand items
38-98-27,ALYSON,742418,KI00,ALYSON - WOMEN'S LEATHER JACKETS IN CARAMEL,CARAMEL,730.NS,2357038260046,517.95,34,34.0,90.0,16.0,6.0,4.0,22.0,2.0,14.0,22.0,7.0,1.0,17.0,11.0,23.0,14.0,0.0,17.0,5,300,300,155385.0,best_sellers,660,Top 10% performers - High demand items
37-56-23,ALIE,338245,FA25,ALIE - WOMEN'S COATS IN LATTE,LATTE,730.XS,7065225952378,346.7,92,92.0,35.0,47.0,41.0,46.0,40.0,12.0,17.0,6.0,20.0,2.0,10.0,19.0,17.0,23.0,7.0,13.0,3,447,447,154974.9,best_sellers,616,Top 10% performers - High demand items
54-62-21,AZARIA,750264,FA24,AZARIA - WOMEN'S COATS IN CARAMEL,CARAMEL,730.2XS,4775258259295,584.11,67,67.0,10.0,42.0,19.0,1.0,37.0,5.0,19.0,20.0,1.0,0.0,2.0,3.0,6.0,7.0,17.0,9.0,2,265,265,154789.15,best_sellers,616,Top 10% performers - High demand items
21-12-89,AERYN,853894,SP25,AERYN - WOMEN'S LEATHER JACKETS IN DUSK,DUSK,660.NS,5169714422888,544.83,11,11.0,74.0,1.0,22.0,19.0,47.0,4.0,3.0,10.0,9.0,11.0,24.0,2.0,11.0,17.0,3.0,16.0,1,284,284,154731.72,best_sellers,660,Top 10% performers - High demand items
67-22-13,AZARIA,299659,SP25,AZARIA - WOMEN'S COATS IN DUSK,DUSK,549.2XS,1652030329868,431.13,56,56.0,59.0,29.0,38.0,26.0,28.0,1.0,14.0,3.0,22.0,6.0,19.0,23.0,2.0,7.0,25.0,0.0,0,358,358,154344.54,best_sellers,616,Top 10% performers - High demand items
62-48-82,ALYSON,897500,FA26,ALYSON - WOMEN'S LEATHER JACKETS IN SKY BLUE,SKY BLUE,549.XS,7502278381958,534.76,47,47.0,51.0,12.0,12.0,15.0,32.0,3.0,14.0,25.0,20.0,25.0,1.0,17.0,1.0,6.0,1.0,6.0,2,288,288,154010.88,best_sellers,660,Top 10% performers - High demand items
58-42-85,ALEKSIA,780883,FA25,ALEKSIA - WOMEN'S LEATHER JACKETS IN CHESTNUT,CHESTNUT,660.NS,9761023766694,450.22,86,86.0,42.0,11.0,14.0,48.0,12.0,10.0,22.0,8.0,8.0,1.0,11.0,7.0,10.0,12.0,24.0,16.0,1,342,342,153975.24000000002,best_sellers,660,Top 10% performers - High demand items
60-30-78,ALYSON,982336,FA25,ALYSON - WOMEN'S LEATHER JACKETS IN EGGPLANT,EGGPLANT,990.XS,6181614638494,458.78,76,76.0,31.0,33.0,19.0,20.0,21.0,20.0,5.0,17.0,14.0,16.0,23.0,10.0,15.0,12.0,0.0,3.0,0,335,335,153691.3,best_sellers,660,Top 10% performers - High demand items
62-10-70,ALEKSIA,459245,SP25,ALEKSIA - WOMEN'S LEATHER JACKETS IN TEAL,TEAL,549.S,8051698161756,552.34,68,68.0,27.0,6.0,41.0,10.0,3.0,7.0,18.0,11.0,18.0,3.0,1.0,20.0,9.0,24.0,8.0,4.0,3,278,278,153550.52000000002,best_sellers,660,Top 10% performers - High demand items
24-66-99,ELIAM,559079,SP24,ELIAM - MEN'S LAPTOP BAGS IN RED,RED,730.S,8370789497652,390.32,78,78.0,19.0,32.0,50.0,49.0,32.0,7.0,11.0,17.0,21.0,23.0,16.0,0.0,11.0,7.0,17.0,3.0,0,393,393,153395.76,best_sellers,528,Top 10% performers - High demand items
22-36-85,ANNIKA,452975,SP25,ANNIKA - WOMEN'S COATS IN CAMEL,CAMEL,660.NS,2710345865709,526.05,74,74.0,37.0,22.0,27.0,0.0,27.0,19.0,10.0,2.0,0.0,1.0,19.0,3.0,4.0,15.0,13.0,18.0,0,291,291,153080.55,best_sellers,616,Top 10% performers - High demand items
52-64-29,ALIE,610006,FA25,ALIE - WOMEN'S COATS IN DARK TAUPE,DARK TAUPE,660.NS,5105145433341,417.04,41,41.0,33.0,30.0,45.0,39.0,38.0,8.0,1.0,9.0,15.0,24.0,23.0,13.0,1.0,24.0,1.0,22.0,2,367,367,153053.68,best_sellers,616,Top 10% performers - High demand items
36-59-68,GILLES,416526,FA24,GILLES - MEN'S LAPTOP BAGS IN SAND,SAND,730.NS,5625775799514,375.74,88,88.0,80.0,36.0,20.0,13.0,44.0,18.0,23.0,4.0,20.0,1.0,3.0,3.0,7.0,9.0,19.0,19.0,5,407,407,152926.18,best_sellers,528,Top 10% performers - High demand items
71-29-72,ELIAM,352738,KI00,ELIAM - MEN'S LAPTOP BAGS IN SKY BLUE,SKY BLUE,440NS,6146414886545,388.91,87,87.0,11.0,23.0,47.0,22.0,49.0,2.0,5.0,9.0,25.0,15.0,18.0,25.0,9.0,9.0,20.0,17.0,5,393,393,152841.63,best_sellers,528,Top 10% performers - High demand items
82-63-31,ALEKSIA,423203,FA24,ALEKSIA - WOMEN'S LEATHER JACKETS IN ELEMENTAL BLUE,ELEMENTAL BLUE,730.S,7161913629627,456.03,3,3.0,67.0,40.0,31.0,14.0,31.0,19.0,0.0,18.0,9.0,7.0,1.0,25.0,24.0,5.0,20.0,21.0,1,335,335,152770.05,best_sellers,660,Top 10% performers - High demand items
39-70-54,ANNIKA,733280,FA26,ANNIKA - WOMEN'S COATS IN BRITISH TAN,BRITISH TAN,730.M,8127396868944,520.4,14,14.0,53.0,27.0,22.0,6.0,35.0,22.0,24.0,12.0,17.0,15.0,10.0,7.0,1.0,11.0,17.0,0.0,5,293,293,152477.19999999998,best_sellers,616,Top 10% performers - High demand items
67-82-12,AZARIA,803499,FA25,AZARIA - WOMEN'S COATS IN BORDEAUX,BORDEAUX,549.S,7536698230359,336.98,90,90.0,62.0,50.0,38.0,49.0,29.0,11.0,22.0,20.0,1.0,8.0,4.0,12.0,24.0,0.0,19.0,13.0,2,452,452,152314.96000000002,best_sellers,616,Top 10% performers - High demand items
81-36-57,ALEKSIA,770790,ALL SEASON,ALEKSIA - WOMEN'S LEATHER JACKETS IN TAUPE,TAUPE,990.NS,8981499994501,528.18,10,10.0,25.0,31.0,25.0,23.0,43.0,20.0,4.0,2.0,23.0,9.0,11.0,10.0,19.0,22.0,3.0,8.0,4,288,288,152115.84,best_sellers,660,Top 10% performers - High demand items
85-45-82,ELIAM,104862,ALL SEASON,ELIAM - MEN'S LAPTOP BAGS IN ELEMENTAL BLUE,ELEMENTAL BLUE,549.M,9376738971741,366.48,47,47.0,42.0,23.0,26.0,48.0,39.0,19.0,16.0,20.0,15.0,18.0,25.0,18.0,13.0,23.0,3.0,20.0,3,415,415,152089.2,best_sellers,528,Top 10% performers - High demand items
58-62-43,ALYSON,281131,FA25,ALYSON - WOMEN'S LEATHER JACKETS IN TEAL,TEAL,990.NS,3473253760154,445.74,81,81.0,82.0,19.0,0.0,33.0,17.0,2.0,19.0,4.0,20.0,4.0,18.0,9.0,12.0,3.0,10.0,8.0,2,341,341,151997.34,best_sellers,660,Top 10% performers - High demand items
32-90-16,ALIE,286727,KI00,ALIE - WOMEN'S COATS IN LATTE,LATTE,549.2XS,6083985416188,430.14,46,46.0,92.0,27.0,30.0,40.0,21.0,4.0,9.0,16.0,21.0,16.0,2.0,0.0,11.0,5.0,2.0,11.0,4,353,353,151839.41999999998,best_sellers,616,Top 10% performers - High demand items
32-33-54,AZARIA,859890,FA26,AZARIA - WOMEN'S COATS IN BLACK,BLACK,990.XL,2312174226662,429.88,6,6.0,54.0,46.0,14.0,46.0,17.0,20.0,15.0,22.0,24.0,22.0,18.0,3.0,1.0,25.0,12.0,7.0,1,352,352,151317.76,best_sellers,616,Top 10% performers - High demand items
17-54-99,ALEKSIA,406229,FA25,ALEKSIA - WOMEN'S LEATHER JACKETS IN SKY BLUE,SKY BLUE,549.2XS,4996563236996,447.5,34,34.0,67.0,34.0,10.0,15.0,33.0,24.0,7.0,11.0,10.0,16.0,8.0,0.0,21.0,25.0,11.0,10.0,3,336,336,150360.0,best_sellers,660,Top 10% performers - High demand items
72-53-22,ALEKSIA,938995,FA25,ALEKSIA - WOMEN'S LEATHER JACKETS IN SKY BLUE,SKY BLUE,660.NS,6231423821513,557.32,63,63.0,29.0,23.0,36.0,14.0,5.0,1.0,20.0,14.0,5.0,10.0,22.0,4.0,5.0,1.0,8.0,9.0,0,269,269,149919.08000000002,best_sellers,660,Top 10% performers - High demand items
18-14-66,ALYSON,927166,FA24,ALYSON - WOMEN'S LEATHER JACKETS IN TEAL,TEAL,990.XL,1306918663580,552.66,29,29.0,8.0,25.0,50.0,4.0,24.0,17.0,23.0,9.0,11.0,14.0,7.0,5.0,12.0,5.0,11.0,17.0,3,271,271,149770.86,best_sellers,660,Top 10% performers - High demand items
51-17-92,BRETTA,535098,FA26,BRETTA - WOMEN'S COATS IN MINK,MINK,549.2XS,6758692997202,460.58,34,34.0,98.0,26.0,22.0,2.0,11.0,18.0,24.0,0.0,20.0,3.0,7.0,7.0,4.0,11.0,17.0,21.0,1,325,325,149688.5,best_sellers,616,Top 10% performers - High demand items
30-24-10,ALYSON,520322,SP24,ALYSON - WOMEN'S LEATHER JACKETS IN RED,RED,730.M,4274666264079,460.81,69,69.0,81.0,4.0,33.0,4.0,6.0,12.0,23.0,1.0,25.0,6.0,3.0,22.0,3.0,5.0,23.0,4.0,3,324,324,149302.44,best_sellers,660,Top 10% performers - High demand items
84-60-41,ATTICUS,876556,SP24,ATTICUS - MEN'S LAPTOP BAGS IN TAUPE,TAUPE,990.M,3580102587884,387.54,14,14.0,90.0,40.0,40.0,30.0,14.0,22.0,13.0,10.0,2.0,9.0,21.0,13.0,11.0,23.0,24.0,8.0,4,384,384,148815.36000000002,best_sellers,528,Top 10% performers - High demand items
21-60-77,ELIAM,127116,SP24,ELIAM - MEN'S LAPTOP BAGS IN DUSK,DUSK,730.XL,9456937003829,351.04,30,30.0,91.0,49.0,15.0,45.0,31.0,12.0,23.0,25.0,12.0,20.0,10.0,0.0,23.0,9.0,20.0,8.0,4,423,423,148489.92,best_sellers,528,Top 10% performers - High demand items
61-62-51,ALYSON,838129,FA24,ALYSON - WOMEN'S LEATHER JACKETS IN TAUPE,TAUPE,730.L,7539550573800,522.41,6,6.0,92.0,3.0,13.0,8.0,26.0,15.0,5.0,22.0,16.0,1.0,20.0,1.0,12.0,11.0,18.0,15.0,2,284,284,148364.44,best_sellers,660,Top 10% performers - High demand items
31-91-35,AZARIA,733959,SP25,AZARIA - WOMEN'S COATS IN BORDEAUX,BORDEAUX,990.2XL,7491042038680,431.27,6,6.0,60.0,30.0,40.0,49.0,1.0,19.0,11.0,13.0,23.0,14.0,19.0,12.0,5.0,22.0,3.0,17.0,4,344,344,148356.88,best_sellers,616,Top 10% performers - High demand items
20-31-39,AZARIA,247035,FA24,AZARIA - WOMEN'S COATS IN TAUPE,TAUPE,730.NS,9874929722209,435.6,23,23.0,85.0,41.0,38.0,14.0,12.0,21.0,11.0,17.0,7.0,8.0,23.0,0.0,3.0,1.0,13.0,23.0,2,340,340,148104.0,best_sellers,616,Top 10% performers - High demand items
65-25-82,BRENNA,687437,FA25,BRENNA - WOMEN'S COATS IN LIGHT GREY,LIGHT GREY,730.M,9752573773589,438.59,71,71.0,38.0,0.0,41.0,12.0,35.0,19.0,18.0,11.0,7.0,3.0,19.0,1.0,13.0,22.0,13.0,14.0,3,337,337,147804.83,best_sellers,616,Top 10% performers - High demand items
55-89-43,AZARIA,842890,FA25,AZARIA - WOMEN'S COATS IN BLACK,BLACK,990.XS,1198628576029,491.67,9,9.0,15.0,1.0,40.0,31.0,6.0,11.0,19.0,18.0,19.0,12.0,25.0,18.0,14.0,14.0,23.0,25.0,0,300,300,147501.0,best_sellers,616,Top 10% performers - High demand items
64-18-84,ALYSON,790288,FA26,ALYSON - WOMEN'S LEATHER JACKETS IN DARK NAVY,DARK NAVY,549.S,3943360949340,508.09,73,73.0,10.0,12.0,34.0,16.0,12.0,8.0,2.0,18.0,12.0,20.0,22.0,4.0,10.0,10.0,24.0,3.0,2,290,290,147346.1,best_sellers,660,Top 10% performers - High demand items
73-69-58,BRETTA,267098,ALL SEASON,BRETTA - WOMEN'S COATS IN MINK,MINK,549.2XL,3943544156467,405.69,26,26.0,67.0,15.0,24.0,32.0,10.0,16.0,16.0,13.0,10.0,19.0,25.0,25.0,19.0,17.0,23.0,5.0,1,362,362,146859.78,best_sellers,616,Top 10% performers - High demand items
69-35-94,AZARIA,900960,SP24,AZARIA - WOMEN'S COATS IN SAND,SAND,620.NS,6269763459597,348.29,79,79.0,58.0,3.0,47.0,50.0,24.0,21.0,17.0,9.0,20.0,0.0,10.0,18.0,23.0,16.0,2.0,24.0,1,421,421,146630.09,best_sellers,616,Top 10% performers - High demand items
54-50-63,AERYN,214241,KI00,AERYN - WOMEN'S LEATHER JACKETS IN CHESTNUT,CHESTNUT,730.2XS,4602483082929,555.37,3,3.0,42.0,13.0,24.0,2.0,39.0,1.0,7.0,25.0,10.0,1.0,21.0,2.0,22.0,9.0,19.0,24.0,5,264,264,146617.68,best_sellers,660,Top 10% performers - High demand items
61-62-64,ATTICUS,864210,KI00,ATTICUS - MEN'S LAPTOP BAGS IN ELEMENTAL BLUE,ELEMENTAL BLUE,549.L,1442506193051,377.93,49,49.0,75.0,29.0,33.0,42.0,33.0,22.0,6.0,11.0,18.0,23.0,14.0,5.0,7.0,2.0,7.0,10.0,0,386,386,145880.98,best_sellers,528,Top 10% performers - High demand items
55-15-72,AERYN,934834,KI00,AERYN - WOMEN'S LEATHER JACKETS IN RADIANT RED,RADIANT RED,730.XS,3401973124981,506.18,75,75.0,3.0,29.0,36.0,7.0,1.0,18.0,21.0,11.0,0.0,10.0,9.0,21.0,11.0,20.0,15.0,1.0,2,288,288,145779.84,best_sellers,660,Top 10% performers - High demand items
17-28-28,ELIAM,189127,ALL SEASON,ELIAM - MEN'S LAPTOP BAGS IN OLIVE,OLIVE,990.S,6837881749243,386.43,30,30.0,16.0,49.0,38.0,34.0,31.0,21.0,20.0,8.0,19.0,14.0,25.0,20.0,21.0,2.0,22.0,7.0,3,377,377,145684.11000000002,best_sellers,528,Top 10% performers - High demand items
63-63-99,AERYN,208627,KI00,AERYN - WOMEN'S LEATHER JACKETS IN TEAL,TEAL,730.L,4084201470492,516.56,47,47.0,18.0,27.0,13.0,5.0,27.0,3.0,22.0,14.0,21.0,6.0,2.0,6.0,22.0,12.0,25.0,12.0,1,282,282,145669.91999999998,best_sellers,660,Top 10% performers - High demand items
69-45-55,AZARIA,171136,KI00,AZARIA - WOMEN'S COATS IN SAND,SAND,549.L,4918596757194,517.95,0,0.0,66.0,42.0,22.0,16.0,18.0,5.0,2.0,1.0,21.0,4.0,9.0,19.0,22.0,1.0,23.0,10.0,1,281,281,145543.95,best_sellers,616,Top 10% performers - High demand items
38-83-21,ELIAM,195461,FA26,ELIAM - MEN'S LAPTOP BAGS IN TEAL,TEAL,730.M,1745175964978,359.96,32,32.0,72.0,40.0,33.0,26.0,42.0,4.0,2.0,24.0,4.0,25.0,18.0,11.0,10.0,19.0,25.0,17.0,1,404,404,145423.84,best_sellers,528,Top 10% performers - High demand items
15-36-28,ALIE,689933,ALL SEASON,ALIE - WOMEN'S COATS IN DARK TAUPE,DARK TAUPE,549.L,3857500173377,427.63,96,96.0,34.0,16.0,17.0,15.0,4.0,1.0,20.0,22.0,20.0,15.0,20.0,17.0,7.0,18.0,13.0,5.0,5,340,340,145394.2,best_sellers,616,Top 10% performers - High demand items
17-65-88,ALYSON,507465,FA26,ALYSON - WOMEN'S LEATHER JACKETS IN DARK NAVY,DARK NAVY,847.NS,8176563599541,501.24,49,49.0,0.0,41.0,26.0,8.0,0.0,23.0,12.0,3.0,22.0,20.0,12.0,14.0,23.0,8.0,18.0,11.0,1,290,290,145359.6,best_sellers,660,Top 10% performers - High demand items
30-14-13,ATTICUS,693556,SP25,ATTICUS - MEN'S LAPTOP BAGS IN RED,RED,440NS,7787484312975,379.35,34,34.0,89.0,0.0,49.0,35.0,41.0,22.0,23.0,20.0,22.0,16.0,1.0,10.0,9.0,1.0,10.0,1.0,5,383,383,145291.05000000002,best_sellers,528,Top 10% performers - High demand items
39-15-50,AGGIE,670235,ALL SEASON,AGGIE - WOMEN'S COATS IN OLIVE,OLIVE,549.S,1285655468082,453.86,97,97.0,43.0,15.0,12.0,8.0,35.0,24.0,6.0,19.0,4.0,25.0,8.0,7.0,8.0,6.0,2.0,1.0,5,320,320,145235.2,best_sellers,616,Top 10% performers - High demand items
34-52-77,ATTICUS,934048,SP24,ATTICUS - MEN'S LAPTOP BAGS IN DUSK,DUSK,549.S,9386464057769,374.53,66,66.0,52.0,47.0,20.0,47.0,12.0,6.0,2.0,2.0,19.0,16.0,22.0,17.0,17.0,24.0,13.0,5.0,2,387,387,144943.11,best_sellers,528,Top 10% performers - High demand items
67-34-32,AERYN,989509,FA25,AERYN - WOMEN'S LEATHER JACKETS IN MINK,MINK,990.2XL,5653365497303,556.55,17,17.0,7.0,36.0,49.0,29.0,23.0,19.0,5.0,2.0,9.0,12.0,0.0,15.0,3.0,14.0,10.0,10.0,2,260,260,144703.0,best_sellers,660,Top 10% performers - High demand items
97-96-10,BRETTA,422670,FA26,BRETTA - WOMEN'S COATS IN DARK TAUPE,DARK TAUPE,847.NS,2479997161569,459.26,67,67.0,58.0,14.0,48.0,4.0,31.0,4.0,3.0,15.0,4.0,8.0,24.0,2.0,0.0,6.0,22.0,5.0,0,315,315,144666.9,best_sellers,616,Top 10% performers - High demand items
41-43-71,MONACO,400088,ALL SEASON,MONACO - WOMEN'S LEATHER JACKETS IN BLACK,BLACK,730.XS,6713940981535,449.53,59,59.0,41.0,1.0,37.0,5.0,18.0,25.0,11.0,15.0,0.0,24.0,1.0,15.0,15.0,7.0,23.0,24.0,2,321,321,144299.13,best_sellers,660,Top 10% performers - High demand items
77-15-19,AERYN,951535,ALL SEASON,AERYN - WOMEN'S LEATHER JACKETS IN DARK NAVY,DARK NAVY,918.NS,5698168129453,460.65,35,35.0,54.0,19.0,35.0,21.0,11.0,11.0,17.0,12.0,11.0,13.0,20.0,21.0,16.0,6.0,7.0,4.0,3,313,313,144183.44999999998,best_sellers,660,Top 10% performers - High demand items
88-43-16,AZARIA,331134,FA24,AZARIA - WOMEN'S COATS IN BORDEAUX,BORDEAUX,549.2XL,6730682808032,315.4,83,83.0,91.0,27.0,35.0,40.0,14.0,23.0,1.0,21.0,4.0,25.0,0.0,16.0,23.0,21.0,20.0,12.0,4,456,456,143822.4,best_sellers,616,Top 10% performers - High demand items
80-26-77,ELIAM,774382,FA25,ELIAM - MEN'S LAPTOP BAGS IN LIGHT GREY,LIGHT GREY,440NS,4861902656990,374.11,67,67.0,43.0,25.0,38.0,20.0,19.0,15.0,25.0,22.0,24.0,15.0,17.0,0.0,7.0,16.0,15.0,16.0,3,384,384,143658.24,best_sellers,528,Top 10% performers - High demand items
95-84-74,ALEKSIA,461108,FA26,ALEKSIA - WOMEN'S LEATHER JACKETS IN CARAMEL,CARAMEL,620.NS,7998037773884,495.34,60,60.0,11.0,4.0,27.0,19.0,48.0,4.0,23.0,7.0,14.0,19.0,0.0,5.0,15.0,17.0,2.0,15.0,1,290,290,143648.6,best_sellers,660,Top 10% performers - High demand items
51-59-58,BRENNA,553080,FA26,BRENNA - WOMEN'S COATS IN MINK,MINK,990.XL,4461617571554,394.58,31,31.0,68.0,18.0,42.0,17.0,25.0,20.0,12.0,15.0,18.0,13.0,15.0,14.0,11.0,16.0,9.0,19.0,3,363,363,143232.54,best_sellers,616,Top 10% performers - High demand items
15-71-26,BRETTA,186742,FA25,BRETTA - WOMEN'S COATS IN SAGE,SAGE,620.NS,3848495106412,375.64,43,43.0,86.0,50.0,42.0,49.0,7.0,17.0,24.0,12.0,6.0,0.0,6.0,8.0,2.0,1.0,25.0,3.0,3,381,381,143118.84,best_sellers,616,Top 10% performers - High demand items
27-22-55,BRENNA,613868,FA24,BRENNA - WOMEN'S COATS IN DARK NAVY,DARK NAVY,918.NS,7874611171489,534.88,58,58.0,13.0,4.0,23.0,49.0,13.0,13.0,16.0,0.0,2.0,2.0,1.0,24.0,10.0,3.0,23.0,13.0,5,267,267,142812.96,best_sellers,616,Top 10% performers - High demand items
93-72-27,ELIAM,757195,KI00,ELIAM - MEN'S LAPTOP BAGS IN CHESTNUT,CHESTNUT,549.M,9391744669412,386.71,68,68.0,39.0,44.0,6.0,20.0,28.0,10.0,9.0,14.0,21.0,4.0,22.0,22.0,21.0,11.0,15.0,15.0,0,369,369,142695.99,best_sellers,528,Top 10% performers - High demand items
27-17-58,GILLES,786636,KI00,GILLES - MEN'S LAPTOP BAGS IN CAMEL,CAMEL,549.XL,6950622835046,390.93,53,53.0,97.0,4.0,46.0,32.0,7.0,3.0,11.0,19.0,10.0,13.0,9.0,24.0,1.0,18.0,9.0,9.0,2,365,365,142689.45,best_sellers,528,Top 10% performers - High demand items
90-24-50,ATTICUS,501345,FA26,ATTICUS - MEN'S LAPTOP BAGS IN OLIVE,OLIVE,549.XL,1640478109773,375.77,62,62.0,40.0,10.0,18.0,17.0,23.0,17.0,24.0,9.0,10.0,23.0,19.0,16.0,24.0,25.0,25.0,16.0,5,378,378,142041.06,best_sellers,528,Top 10% performers - High demand items
57-76-23,ATTICUS,886492,SP24,ATTICUS - MEN'S LAPTOP BAGS IN DARK TAUPE,DARK TAUPE,847.NS,3251892718627,387.41,19,19.0,53.0,47.0,21.0,40.0,35.0,7.0,21.0,22.0,3.0,8.0,15.0,14.0,3.0,11.0,22.0,25.0,1,366,366,141792.06,best_sellers,528,Top 10% performers - High demand items
49-35-48,ELIAM,566893,FA24,ELIAM - MEN'S LAPTOP BAGS IN SKY BLUE,SKY BLUE,918.NS,8354080785230,365.43,86,86.0,78.0,29.0,12.0,26.0,3.0,13.0,4.0,23.0,12.0,14.0,7.0,24.0,17.0,1.0,22.0,17.0,4,388,388,141786.84,best_sellers,528,Top 10% performers - High demand items
20-81-78,ANNIKA,501908,SP24,ANNIKA - WOMEN'S COATS IN DUSK,DUSK,990.S,3455888650587,379.94,97,97.0,50.0,10.0,26.0,45.0,4.0,14.0,9.0,5.0,6.0,11.0,19.0,6.0,16.0,18.0,13.0,24.0,1,373,373,141717.62,best_sellers,616,Top 10% performers - High demand items
77-20-97,BRENNA,859396,FA26,BRENNA - WOMEN'S COATS IN DARK TAUPE,DARK TAUPE,847.NS,4284836592237,520.87,37,37.0,70.0,3.0,32.0,6.0,12.0,0.0,18.0,19.0,7.0,19.0,3.0,2.0,3.0,3.0,16.0,21.0,2,271,271,141155.77,best_sellers,616,Top 10% performers - High demand items
96-67-66,AERYN,403149,SP24,AERYN - WOMEN'S LEATHER JACKETS IN BORDEAUX,BORDEAUX,620.NS,5335798061436,482.23,53,53.0,24.0,7.0,19.0,11.0,8.0,6.0,12.0,24.0,20.0,25.0,23.0,9.0,16.0,7.0,6.0,21.0,2,291,291,140328.93,best_sellers,660,Top 10% performers - High demand items
