Item Product Group Code,Style,Item No_,Season Code,Item Description,Variant Color,Variant Code,Item Barcode,Selling Price,Location Code,100.0,103.0,105.0,106.0,108.0,109.0,113.0,114.0,116.0,117.0,201.0,251.0,301.0,302.0,401.0,501.0,551.0,TRUCK,Grand Total,total_quantity,total_value,tier,reorder_quantity,tier_description
96-74-17,MONACO,604380,SP25,MONACO - WOMEN'S LEATHER JACKETS IN ELEMENTAL BLUE,ELEMENTAL BLUE,730.2XS,4048606213096,462.87,89,89.0,70.0,25.0,20.0,40.0,3.0,9.0,14.0,15.0,9.0,1.0,4.0,22.0,17.0,7.0,6.0,8.0,3,359,359,166170.33,best_sellers,660,Top 10% performers - High demand items
87-30-34,BRETTA,320372,FA24,BRETTA - WOMEN'S COATS IN DARK TAUPE,DARK TAUPE,730.S,6503851659684,472.61,46,46.0,92.0,7.0,7.0,41.0,32.0,9.0,1.0,22.0,0.0,5.0,25.0,11.0,0.0,18.0,24.0,11.0,2,351,351,165886.11000000002,best_sellers,616,Top 10% performers - High demand items
60-55-17,AGGIE,863407,FA24,AGGIE - WOMEN'S COATS IN CARAMEL,CARAMEL,847.NS,9108865283991,568.07,12,12.0,44.0,1.0,17.0,50.0,44.0,2.0,6.0,13.0,9.0,12.0,19.0,0.0,20.0,15.0,4.0,24.0,1,292,292,165876.44,best_sellers,616,Top 10% performers - High demand items
68-35-68,ANNIKA,316001,FA24,ANNIKA - WOMEN'S COATS IN CAMEL,CAMEL,990.L,8241123064132,399.56,33,33.0,96.0,35.0,31.0,5.0,35.0,12.0,15.0,17.0,7.0,20.0,18.0,2.0,23.0,20.0,21.0,24.0,0,414,414,165417.84,best_sellers,616,Top 10% performers - High demand items
32-19-22,BRETTA,307741,KI00,BRETTA - WOMEN'S COATS IN TEAL,TEAL,549.XL,5558896472458,522.86,50,50.0,27.0,12.0,2.0,15.0,50.0,23.0,8.0,25.0,2.0,24.0,2.0,12.0,18.0,5.0,18.0,23.0,2,316,316,165223.76,best_sellers,616,Top 10% performers - High demand items
61-26-28,ALYSON,750537,FA24,ALYSON - WOMEN'S LEATHER JACKETS IN LATTE,LATTE,549.M,6653621554407,498.54,10,10.0,26.0,27.0,35.0,8.0,46.0,3.0,24.0,18.0,25.0,24.0,10.0,8.0,17.0,18.0,25.0,7.0,3,331,331,165016.74000000002,best_sellers,660,Top 10% performers - High demand items
87-26-98,ALEKSIA,244815,SP25,ALEKSIA - WOMEN'S LEATHER JACKETS IN OLIVE,OLIVE,549.XS,3639169705767,406.81,38,38.0,87.0,21.0,46.0,39.0,28.0,0.0,13.0,18.0,11.0,25.0,0.0,20.0,24.0,12.0,3.0,20.0,1,405,405,164758.05,best_sellers,660,Top 10% performers - High demand items
25-17-36,ALEKSIA,610115,FA25,ALEKSIA - WOMEN'S LEATHER JACKETS IN RADIANT RED,RADIANT RED,730.M,1490352740971,437.26,82,82.0,51.0,20.0,35.0,48.0,9.0,2.0,11.0,11.0,19.0,7.0,7.0,2.0,23.0,16.0,20.0,11.0,4,374,374,163535.24,best_sellers,660,Top 10% performers - High demand items
85-30-32,ANNIKA,122722,FA26,ANNIKA - WOMEN'S COATS IN LATTE,LATTE,990.2XL,6677234973617,495.49,63,63.0,29.0,40.0,42.0,8.0,22.0,24.0,14.0,23.0,19.0,11.0,1.0,6.0,16.0,0.0,0.0,12.0,0,330,330,163511.7,best_sellers,616,Top 10% performers - High demand items
34-97-54,BRENNA,232176,FA24,BRENNA - WOMEN'S COATS IN BORDEAUX,BORDEAUX,549.XL,5877082191763,507.23,83,83.0,42.0,13.0,42.0,19.0,15.0,8.0,24.0,5.0,12.0,12.0,0.0,3.0,8.0,16.0,9.0,11.0,1,322,322,163328.06,best_sellers,616,Top 10% performers - High demand items
31-70-49,AZARIA,498701,SP25,AZARIA - WOMEN'S COATS IN SAGE,SAGE,730.M,7710707802297,448.38,67,67.0,78.0,37.0,48.0,4.0,16.0,9.0,1.0,18.0,2.0,22.0,10.0,6.0,23.0,8.0,15.0,0.0,0,364,364,163210.32,best_sellers,616,Top 10% performers - High demand items
28-60-76,AZARIA,853479,ALL SEASON,AZARIA - WOMEN'S COATS IN RADIANT RED,RADIANT RED,990.M,8151158562266,454.58,93,93.0,58.0,25.0,13.0,12.0,7.0,18.0,10.0,19.0,1.0,15.0,19.0,10.0,10.0,24.0,18.0,7.0,1,359,359,163194.22,best_sellers,616,Top 10% performers - High demand items
22-22-14,ALEKSIA,927776,SP24,ALEKSIA - WOMEN'S LEATHER JACKETS IN DARK NAVY,DARK NAVY,730.XL,4035230830088,516.34,90,90.0,15.0,9.0,29.0,1.0,29.0,21.0,24.0,4.0,19.0,9.0,23.0,19.0,1.0,0.0,10.0,13.0,1,316,316,163163.44,best_sellers,660,Top 10% performers - High demand items
57-87-57,BRETTA,584897,SP24,BRETTA - WOMEN'S COATS IN MINK,MINK,549.S,2502653927995,522.83,79,79.0,20.0,10.0,2.0,13.0,1.0,8.0,23.0,20.0,25.0,19.0,1.0,18.0,22.0,16.0,25.0,10.0,5,312,312,163122.96000000002,best_sellers,616,Top 10% performers - High demand items
50-56-28,AERYN,722030,KI00,AERYN - WOMEN'S LEATHER JACKETS IN RADIANT RED,RADIANT RED,990.NS,8306924274527,483.39,64,64.0,30.0,30.0,12.0,13.0,32.0,20.0,21.0,12.0,24.0,24.0,1.0,2.0,4.0,16.0,24.0,8.0,2,337,337,162902.43,best_sellers,660,Top 10% performers - High demand items
29-16-43,MONACO,483764,SP25,MONACO - WOMEN'S LEATHER JACKETS IN RED,RED,990.L,1492855101214,612.07,3,3.0,75.0,23.0,5.0,12.0,3.0,19.0,7.0,12.0,17.0,1.0,15.0,6.0,16.0,19.0,24.0,7.0,1,264,264,161586.48,best_sellers,660,Top 10% performers - High demand items
28-22-39,ALYSON,563232,FA24,ALYSON - WOMEN'S LEATHER JACKETS IN MINK,MINK,918.NS,3063488961724,734.19,5,5.0,8.0,4.0,38.0,48.0,27.0,8.0,16.0,8.0,7.0,9.0,0.0,1.0,1.0,14.0,7.0,19.0,2,220,220,161521.80000000002,best_sellers,660,Top 10% performers - High demand items
42-56-43,AERYN,507154,SP24,AERYN - WOMEN'S LEATHER JACKETS IN CHESTNUT,CHESTNUT,660.NS,6521713102299,606.52,27,27.0,74.0,9.0,1.0,5.0,39.0,7.0,24.0,2.0,15.0,25.0,8.0,10.0,1.0,4.0,3.0,12.0,2,266,266,161334.32,best_sellers,660,Top 10% performers - High demand items
80-68-89,ELIAM,972708,FA24,ELIAM - MEN'S LAPTOP BAGS IN RADIANT RED,RADIANT RED,847.NS,7525027724148,384.09,10,10.0,93.0,38.0,42.0,30.0,45.0,8.0,10.0,14.0,12.0,17.0,25.0,15.0,3.0,22.0,19.0,17.0,0,420,420,161317.8,best_sellers,528,Top 10% performers - High demand items
21-84-37,ALYSON,723781,FA24,ALYSON - WOMEN'S LEATHER JACKETS IN DUSK,DUSK,549.M,3874231357124,560.69,7,7.0,79.0,30.0,2.0,18.0,39.0,11.0,13.0,6.0,22.0,2.0,9.0,9.0,24.0,2.0,3.0,11.0,5,287,287,160918.03000000003,best_sellers,660,Top 10% performers - High demand items
84-86-26,ALYSON,283652,SP25,ALYSON - WOMEN'S LEATHER JACKETS IN SAGE,SAGE,549.L,6172653308637,527.58,90,90.0,0.0,38.0,11.0,29.0,9.0,7.0,8.0,25.0,24.0,9.0,13.0,3.0,13.0,9.0,12.0,4.0,4,304,304,160384.32,best_sellers,660,Top 10% performers - High demand items
59-27-74,ALYSON,629110,FA26,ALYSON - WOMEN'S LEATHER JACKETS IN ELEMENTAL BLUE,ELEMENTAL BLUE,549.S,1051975500774,491.08,47,47.0,88.0,25.0,49.0,9.0,1.0,6.0,19.0,4.0,12.0,15.0,11.0,6.0,8.0,8.0,5.0,13.0,5,326,326,160092.08,best_sellers,660,Top 10% performers - High demand items
28-49-97,AZARIA,793842,FA24,AZARIA - WOMEN'S COATS IN TEAL,TEAL,620.NS,8958361314494,390.57,46,46.0,60.0,26.0,44.0,41.0,16.0,25.0,25.0,12.0,23.0,2.0,21.0,8.0,16.0,4.0,19.0,20.0,3,408,408,159352.56,best_sellers,616,Top 10% performers - High demand items
81-59-75,ANNIKA,343394,KI00,ANNIKA - WOMEN'S COATS IN OLIVE,OLIVE,549.L,9922769647890,478.02,29,29.0,56.0,29.0,15.0,30.0,4.0,13.0,23.0,16.0,21.0,3.0,15.0,25.0,10.0,24.0,12.0,8.0,4,333,333,159180.66,best_sellers,616,Top 10% performers - High demand items
95-79-53,ANNIKA,189220,FA26,ANNIKA - WOMEN'S COATS IN CARAMEL,CARAMEL,990.S,6214968089281,485.16,30,30.0,17.0,43.0,11.0,16.0,37.0,23.0,13.0,22.0,3.0,15.0,19.0,10.0,9.0,25.0,16.0,19.0,3,328,328,159132.48,best_sellers,616,Top 10% performers - High demand items
79-42-26,ELIAM,980954,FA24,ELIAM - MEN'S LAPTOP BAGS IN SAGE,SAGE,549.2XL,1052959510559,386.01,35,35.0,97.0,40.0,33.0,0.0,47.0,6.0,8.0,17.0,9.0,3.0,23.0,15.0,14.0,17.0,25.0,22.0,1,411,411,158650.11,best_sellers,528,Top 10% performers - High demand items
25-33-82,ALEKSIA,713593,FA24,ALEKSIA - WOMEN'S LEATHER JACKETS IN SAGE,SAGE,730.XL,2097535864913,497.03,43,43.0,11.0,30.0,50.0,17.0,12.0,13.0,20.0,16.0,24.0,6.0,12.0,17.0,1.0,9.0,25.0,13.0,0,319,319,158552.56999999998,best_sellers,660,Top 10% performers - High demand items
11-85-88,AZARIA,346540,FA26,AZARIA - WOMEN'S COATS IN TEAL,TEAL,660.NS,3578693126515,472.78,5,5.0,73.0,2.0,27.0,50.0,47.0,13.0,16.0,10.0,25.0,9.0,1.0,7.0,8.0,22.0,5.0,15.0,4,335,335,158381.3,best_sellers,616,Top 10% performers - High demand items
53-14-15,BRENNA,241590,SP24,BRENNA - WOMEN'S COATS IN RADIANT RED,RADIANT RED,730.XS,6417230686260,575.87,38,38.0,32.0,0.0,33.0,6.0,43.0,0.0,3.0,14.0,19.0,11.0,3.0,1.0,24.0,20.0,22.0,6.0,0,275,275,158364.25,best_sellers,616,Top 10% performers - High demand items
48-59-65,ALIE,548545,ALL SEASON,ALIE - WOMEN'S COATS IN CHESTNUT,CHESTNUT,549.2XL,5830961785264,522.03,4,4.0,75.0,22.0,19.0,44.0,10.0,11.0,14.0,19.0,13.0,24.0,18.0,16.0,8.0,0.0,4.0,1.0,1,302,302,157653.06,best_sellers,616,Top 10% performers - High demand items
11-43-60,BRETTA,106061,FA25,BRETTA - WOMEN'S COATS IN SKY BLUE,SKY BLUE,730.XS,2897742802737,587.31,48,48.0,11.0,0.0,35.0,4.0,36.0,25.0,9.0,5.0,12.0,14.0,5.0,7.0,13.0,8.0,12.0,24.0,3,268,268,157399.08,best_sellers,616,Top 10% performers - High demand items
65-45-26,ALEKSIA,636825,SP25,ALEKSIA - WOMEN'S LEATHER JACKETS IN DARK TAUPE,DARK TAUPE,990.2XL,5940760753033,486.12,27,27.0,34.0,7.0,29.0,49.0,13.0,18.0,21.0,22.0,13.0,16.0,6.0,10.0,14.0,15.0,9.0,19.0,1,322,322,156530.64,best_sellers,660,Top 10% performers - High demand items
38-85-93,AZARIA,530010,FA26,AZARIA - WOMEN'S COATS IN TAUPE,TAUPE,549.M,4764902126189,539.32,14,14.0,46.0,31.0,3.0,18.0,18.0,10.0,1.0,19.0,20.0,13.0,19.0,25.0,25.0,0.0,4.0,24.0,5,290,290,156402.80000000002,best_sellers,616,Top 10% performers - High demand items
88-17-43,ALEKSIA,191284,SP24,ALEKSIA - WOMEN'S LEATHER JACKETS IN CARAMEL,CARAMEL,990.L,6048948871589,417.87,94,94.0,90.0,5.0,28.0,1.0,26.0,4.0,16.0,8.0,10.0,25.0,17.0,13.0,24.0,6.0,0.0,7.0,2,374,374,156283.38,best_sellers,660,Top 10% performers - High demand items
50-10-10,BRENNA,704309,ALL SEASON,BRENNA - WOMEN'S COATS IN OLIVE,OLIVE,730.L,9622618417709,409.76,66,66.0,14.0,47.0,45.0,42.0,16.0,19.0,4.0,18.0,15.0,4.0,17.0,15.0,24.0,25.0,8.0,2.0,0,381,381,156118.56,best_sellers,616,Top 10% performers - High demand items
14-47-36,MONACO,184438,FA25,MONACO - WOMEN'S LEATHER JACKETS IN SAGE,SAGE,730.L,3640502944687,444.56,52,52.0,76.0,0.0,37.0,40.0,19.0,20.0,15.0,0.0,3.0,16.0,5.0,16.0,12.0,10.0,12.0,18.0,5,351,351,156040.56,best_sellers,660,Top 10% performers - High demand items
52-23-10,AZARIA,442290,FA26,AZARIA - WOMEN'S COATS IN SKY BLUE,SKY BLUE,620.NS,4870500105063,493.62,6,6.0,85.0,28.0,48.0,6.0,16.0,8.0,24.0,15.0,1.0,0.0,3.0,19.0,9.0,16.0,18.0,14.0,5,316,316,155983.92,best_sellers,616,Top 10% performers - High demand items
56-36-59,AGGIE,846117,FA25,AGGIE - WOMEN'S COATS IN MINK,MINK,440NS,8072906792948,463.93,4,4.0,100.0,7.0,10.0,19.0,40.0,7.0,13.0,11.0,24.0,0.0,15.0,0.0,23.0,19.0,25.0,17.0,0,334,334,154952.62,best_sellers,616,Top 10% performers - High demand items
48-85-72,ANNIKA,796851,SP24,ANNIKA - WOMEN'S COATS IN DARK NAVY,DARK NAVY,549.S,1001541153661,479.42,80,80.0,64.0,35.0,14.0,15.0,33.0,25.0,3.0,9.0,3.0,7.0,6.0,1.0,9.0,7.0,1.0,11.0,5,323,323,154852.66,best_sellers,616,Top 10% performers - High demand items
29-77-55,GILLES,645947,ALL SEASON,GILLES - MEN'S LAPTOP BAGS IN DUSK,DUSK,990.XS,1701919256761,342.74,85,85.0,92.0,23.0,50.0,26.0,10.0,24.0,22.0,20.0,1.0,1.0,23.0,14.0,10.0,24.0,13.0,13.0,4,451,451,154575.74,best_sellers,528,Top 10% performers - High demand items
64-20-91,ELIAM,735589,SP24,ELIAM - MEN'S LAPTOP BAGS IN LATTE,LATTE,730.XL,1152126064477,381.56,100,100.0,79.0,34.0,42.0,21.0,18.0,6.0,18.0,7.0,5.0,7.0,2.0,15.0,22.0,8.0,14.0,7.0,2,405,405,154531.8,best_sellers,528,Top 10% performers - High demand items
71-31-61,ALYSON,401040,FA26,ALYSON - WOMEN'S LEATHER JACKETS IN MINK,MINK,918.NS,9140084064813,404.37,93,93.0,56.0,26.0,37.0,6.0,49.0,8.0,21.0,3.0,13.0,16.0,5.0,12.0,0.0,25.0,5.0,7.0,3,382,382,154469.34,best_sellers,660,Top 10% performers - High demand items
38-43-74,ANNIKA,190024,FA24,ANNIKA - WOMEN'S COATS IN RADIANT RED,RADIANT RED,730.L,2212455485198,378.44,93,93.0,100.0,28.0,1.0,26.0,23.0,0.0,2.0,17.0,1.0,22.0,8.0,25.0,2.0,18.0,16.0,25.0,3,407,407,154025.08,best_sellers,616,Top 10% performers - High demand items
23-51-16,ALIE,806580,SP25,ALIE - WOMEN'S COATS IN MINK,MINK,990.XS,8490096923036,574.17,27,27.0,10.0,22.0,17.0,35.0,24.0,2.0,9.0,1.0,18.0,18.0,15.0,16.0,9.0,12.0,19.0,14.0,3,268,268,153877.56,best_sellers,616,Top 10% performers - High demand items
80-45-82,ALEKSIA,430429,SP25,ALEKSIA - WOMEN'S LEATHER JACKETS IN RED,RED,990.NS,3939746343700,683.21,8,8.0,55.0,28.0,0.0,12.0,10.0,5.0,1.0,19.0,16.0,2.0,0.0,17.0,12.0,16.0,12.0,12.0,2,225,225,153722.25,best_sellers,660,Top 10% performers - High demand items
20-59-26,ALYSON,405747,FA24,ALYSON - WOMEN'S LEATHER JACKETS IN SAND,SAND,847.NS,3728215587432,479.29,1,1.0,80.0,31.0,49.0,31.0,36.0,9.0,9.0,7.0,0.0,10.0,15.0,11.0,14.0,13.0,1.0,3.0,4,320,320,153372.80000000002,best_sellers,660,Top 10% performers - High demand items
36-48-29,BRETTA,982152,FA26,BRETTA - WOMEN'S COATS IN CARAMEL,CARAMEL,918.NS,1155872158892,440.65,73,73.0,6.0,30.0,8.0,29.0,45.0,15.0,24.0,1.0,24.0,16.0,7.0,12.0,11.0,14.0,21.0,11.0,4,347,347,152905.55,best_sellers,616,Top 10% performers - High demand items
43-56-50,ALIE,878376,ALL SEASON,ALIE - WOMEN'S COATS IN OLIVE,OLIVE,990.XL,7992510577167,452.21,31,31.0,85.0,38.0,0.0,15.0,29.0,2.0,6.0,13.0,8.0,18.0,7.0,24.0,8.0,20.0,16.0,18.0,3,338,338,152846.97999999998,best_sellers,616,Top 10% performers - High demand items
58-10-62,ALYSON,255872,FA26,ALYSON - WOMEN'S LEATHER JACKETS IN BORDEAUX,BORDEAUX,549.2XS,5773306589372,425.34,20,20.0,79.0,27.0,5.0,23.0,11.0,20.0,17.0,11.0,13.0,21.0,21.0,14.0,18.0,22.0,17.0,20.0,4,359,359,152697.06,best_sellers,660,Top 10% performers - High demand items
77-93-64,ALIE,710816,FA24,ALIE - WOMEN'S COATS IN DUSK,DUSK,990.L,1495973535887,463.8,50,50.0,83.0,31.0,24.0,18.0,28.0,22.0,21.0,14.0,0.0,5.0,0.0,2.0,4.0,10.0,11.0,6.0,0,329,329,152590.2,best_sellers,616,Top 10% performers - High demand items
28-10-18,ALYSON,617801,KI00,ALYSON - WOMEN'S LEATHER JACKETS IN ELEMENTAL BLUE,ELEMENTAL BLUE,660.NS,5670961851762,556.89,41,41.0,4.0,50.0,4.0,49.0,2.0,3.0,22.0,15.0,2.0,22.0,7.0,11.0,11.0,2.0,4.0,25.0,0,274,274,152587.86,best_sellers,660,Top 10% performers - High demand items
95-37-28,MONACO,183952,KI00,MONACO - WOMEN'S LEATHER JACKETS IN BLACK,BLACK,990.XL,2592484945127,458.04,49,49.0,63.0,40.0,35.0,3.0,33.0,19.0,5.0,12.0,2.0,8.0,17.0,2.0,2.0,12.0,8.0,23.0,3,333,333,152527.32,best_sellers,660,Top 10% performers - High demand items
96-55-11,AERYN,782112,FA25,AERYN - WOMEN'S LEATHER JACKETS IN SKY BLUE,SKY BLUE,549.S,3382044260602,590.27,26,26.0,34.0,22.0,11.0,43.0,3.0,5.0,15.0,12.0,19.0,12.0,18.0,7.0,12.0,7.0,7.0,5.0,0,258,258,152289.66,best_sellers,660,Top 10% performers - High demand items
90-97-94,BRETTA,504502,ALL SEASON,BRETTA - WOMEN'S COATS IN CAMEL,CAMEL,549.L,3165180070799,419.46,92,92.0,75.0,5.0,36.0,6.0,33.0,11.0,2.0,25.0,12.0,4.0,4.0,8.0,8.0,20.0,7.0,15.0,2,363,363,152263.97999999998,best_sellers,616,Top 10% performers - High demand items
28-66-97,BRENNA,961733,FA26,BRENNA - WOMEN'S COATS IN BLACK,BLACK,549.M,6020862827886,588.97,81,81.0,7.0,28.0,0.0,14.0,22.0,10.0,9.0,6.0,2.0,0.0,19.0,3.0,24.0,8.0,5.0,20.0,3,258,258,151954.26,best_sellers,616,Top 10% performers - High demand items
85-40-62,MONACO,646671,SP24,MONACO - WOMEN'S LEATHER JACKETS IN MINK,MINK,549.M,8845338884447,626.15,65,65.0,2.0,21.0,6.0,41.0,22.0,6.0,17.0,3.0,3.0,0.0,0.0,11.0,15.0,2.0,24.0,4.0,3,242,242,151528.3,best_sellers,660,Top 10% performers - High demand items
11-60-16,AZARIA,858725,KI00,AZARIA - WOMEN'S COATS IN CARAMEL,CARAMEL,990.2XL,8330664312677,493.19,48,48.0,33.0,38.0,5.0,0.0,47.0,12.0,25.0,2.0,0.0,3.0,10.0,22.0,17.0,12.0,14.0,19.0,0,307,307,151409.33,best_sellers,616,Top 10% performers - High demand items
89-13-97,BRETTA,851991,FA24,BRETTA - WOMEN'S COATS IN DARK TAUPE,DARK TAUPE,990.M,7317862207692,584.28,33,33.0,47.0,8.0,11.0,32.0,29.0,16.0,4.0,0.0,8.0,5.0,3.0,3.0,12.0,18.0,25.0,4.0,5,258,258,150744.24,best_sellers,616,Top 10% performers - High demand items
36-78-73,BRETTA,687893,FA25,BRETTA - WOMEN'S COATS IN LATTE,LATTE,918.NS,4090845963139,448.11,11,11.0,56.0,50.0,37.0,14.0,35.0,23.0,9.0,8.0,24.0,7.0,7.0,22.0,14.0,2.0,15.0,2.0,1,336,336,150564.96,best_sellers,616,Top 10% performers - High demand items
38-78-97,ELIAM,391803,SP25,ELIAM - MEN'S LAPTOP BAGS IN OLIVE,OLIVE,440NS,9142404370492,380.42,56,56.0,66.0,22.0,43.0,50.0,44.0,7.0,15.0,9.0,8.0,7.0,8.0,2.0,3.0,17.0,17.0,21.0,1,395,395,150265.9,best_sellers,528,Top 10% performers - High demand items
20-32-10,GILLES,343395,SP24,GILLES - MEN'S LAPTOP BAGS IN LATTE,LATTE,549.2XL,1409781757369,379.91,65,65.0,98.0,38.0,33.0,25.0,28.0,2.0,21.0,0.0,7.0,5.0,10.0,12.0,2.0,13.0,23.0,13.0,3,395,395,150064.45,best_sellers,528,Top 10% performers - High demand items
35-91-32,AGGIE,555653,FA25,AGGIE - WOMEN'S COATS IN BLACK,BLACK,549.XS,3009078224938,415.67,72,72.0,84.0,12.0,19.0,38.0,28.0,3.0,7.0,15.0,9.0,2.0,20.0,8.0,11.0,10.0,0.0,23.0,4,361,361,150056.87,best_sellers,616,Top 10% performers - High demand items
40-13-85,GILLES,770999,FA25,GILLES - MEN'S LAPTOP BAGS IN CHESTNUT,CHESTNUT,549.2XS,6782711305725,357.59,21,21.0,86.0,36.0,39.0,17.0,32.0,12.0,25.0,23.0,21.0,16.0,15.0,3.0,11.0,21.0,20.0,21.0,1,419,419,149830.21,best_sellers,528,Top 10% performers - High demand items
54-33-18,AGGIE,101657,ALL SEASON,AGGIE - WOMEN'S COATS IN BLACK,BLACK,549.2XL,4632455693799,475.41,54,54.0,61.0,4.0,25.0,30.0,44.0,14.0,3.0,17.0,18.0,3.0,18.0,5.0,1.0,9.0,2.0,7.0,0,315,315,149754.15,best_sellers,616,Top 10% performers - High demand items
59-12-44,GILLES,156126,ALL SEASON,GILLES - MEN'S LAPTOP BAGS IN RED,RED,730.XS,4043594979787,359.34,59,59.0,97.0,40.0,17.0,19.0,34.0,7.0,11.0,23.0,0.0,19.0,11.0,16.0,21.0,2.0,18.0,22.0,2,416,416,149485.44,best_sellers,528,Top 10% performers - High demand items
37-48-68,AZARIA,128487,FA24,AZARIA - WOMEN'S COATS IN SAGE,SAGE,730.2XS,4371289909042,495.86,32,32.0,9.0,48.0,40.0,49.0,7.0,24.0,8.0,7.0,1.0,6.0,15.0,3.0,19.0,22.0,5.0,5.0,3,300,300,148758.0,best_sellers,616,Top 10% performers - High demand items
22-85-50,AERYN,355054,FA24,AERYN - WOMEN'S LEATHER JACKETS IN DUSK,DUSK,549.M,1730226407626,498.15,35,35.0,12.0,25.0,37.0,10.0,32.0,16.0,4.0,22.0,21.0,23.0,2.0,3.0,6.0,24.0,18.0,7.0,4,297,297,147950.55,best_sellers,660,Top 10% performers - High demand items
12-60-58,AGGIE,656997,SP25,AGGIE - WOMEN'S COATS IN SAND,SAND,990.L,4966385701290,559.63,64,64.0,77.0,16.0,0.0,4.0,19.0,10.0,6.0,20.0,7.0,3.0,8.0,2.0,13.0,3.0,5.0,7.0,3,264,264,147742.32,best_sellers,616,Top 10% performers - High demand items
39-57-87,AERYN,831118,SP24,AERYN - WOMEN'S LEATHER JACKETS IN BRITISH TAN,BRITISH TAN,990.XS,4398698925236,431.24,64,64.0,30.0,27.0,12.0,45.0,12.0,11.0,16.0,8.0,24.0,14.0,2.0,9.0,22.0,23.0,5.0,18.0,2,342,342,147484.08000000002,best_sellers,660,Top 10% performers - High demand items
27-70-59,BRENNA,296279,FA26,BRENNA - WOMEN'S COATS IN TEAL,TEAL,549.S,7349075837630,445.68,34,34.0,31.0,26.0,45.0,36.0,12.0,10.0,24.0,13.0,16.0,10.0,25.0,20.0,12.0,5.0,6.0,5.0,4,330,330,147074.4,best_sellers,616,Top 10% performers - High demand items
69-35-37,ALIE,374518,KI00,ALIE - WOMEN'S COATS IN SAND,SAND,730.XS,2106074273581,370.7,70,70.0,67.0,44.0,11.0,30.0,15.0,24.0,15.0,20.0,14.0,1.0,10.0,9.0,19.0,23.0,20.0,4.0,0,396,396,146797.19999999998,best_sellers,616,Top 10% performers - High demand items
40-37-59,AERYN,555153,SP25,AERYN - WOMEN'S LEATHER JACKETS IN EGGPLANT,EGGPLANT,549.XL,8252148702373,408.69,39,39.0,52.0,16.0,50.0,0.0,25.0,17.0,21.0,23.0,19.0,23.0,23.0,3.0,12.0,11.0,7.0,18.0,2,359,359,146719.71,best_sellers,660,Top 10% performers - High demand items
80-73-48,BRETTA,282258,FA24,BRETTA - WOMEN'S COATS IN OLIVE,OLIVE,990.2XL,5315826065854,472.96,54,54.0,39.0,4.0,46.0,39.0,0.0,19.0,19.0,8.0,9.0,15.0,9.0,1.0,20.0,12.0,14.0,2.0,1,310,310,146617.6,best_sellers,616,Top 10% performers - High demand items
30-11-96,ELIAM,244523,FA25,ELIAM - MEN'S LAPTOP BAGS IN DUSK,DUSK,549.XS,1363764979636,367.35,73,73.0,86.0,21.0,44.0,22.0,23.0,22.0,15.0,6.0,8.0,17.0,25.0,6.0,9.0,7.0,8.0,7.0,4,399,399,146572.65000000002,best_sellers,528,Top 10% performers - High demand items
64-53-88,ANNIKA,250886,FA25,ANNIKA - WOMEN'S COATS IN BRITISH TAN,BRITISH TAN,730.NS,2886263557875,412.66,77,77.0,22.0,18.0,13.0,47.0,36.0,5.0,24.0,23.0,20.0,11.0,18.0,7.0,3.0,6.0,15.0,8.0,1,353,353,145668.98,best_sellers,616,Top 10% performers - High demand items
43-60-13,AERYN,280970,KI00,AERYN - WOMEN'S LEATHER JACKETS IN TEAL,TEAL,549.L,9612347250009,529.55,18,18.0,43.0,19.0,28.0,30.0,11.0,14.0,2.0,18.0,18.0,20.0,11.0,10.0,1.0,7.0,9.0,16.0,4,275,275,145626.25,best_sellers,660,Top 10% performers - High demand items
54-56-94,ALEKSIA,187801,SP24,ALEKSIA - WOMEN'S LEATHER JACKETS IN BLACK,BLACK,730.2XS,5948314850317,581.13,19,19.0,0.0,18.0,1.0,11.0,50.0,22.0,1.0,16.0,23.0,4.0,2.0,15.0,20.0,21.0,3.0,24.0,4,250,250,145282.5,best_sellers,660,Top 10% performers - High demand items
63-68-60,ATTICUS,248287,FA24,ATTICUS - MEN'S LAPTOP BAGS IN EGGPLANT,EGGPLANT,918.NS,7051167775413,383.23,69,69.0,72.0,21.0,14.0,28.0,28.0,22.0,6.0,2.0,24.0,11.0,18.0,13.0,22.0,1.0,14.0,14.0,0,379,379,145244.17,best_sellers,528,Top 10% performers - High demand items
61-16-77,ELIAM,802764,ALL SEASON,ELIAM - MEN'S LAPTOP BAGS IN LIGHT GREY,LIGHT GREY,620.NS,9631189609593,377.9,67,67.0,72.0,12.0,25.0,41.0,16.0,25.0,4.0,6.0,12.0,15.0,5.0,21.0,14.0,13.0,18.0,17.0,1,383,383,144735.69999999998,best_sellers,528,Top 10% performers - High demand items
63-79-14,AERYN,704995,SP24,AERYN - WOMEN'S LEATHER JACKETS IN MINK,MINK,730.M,8650860000901,417.06,6,6.0,89.0,27.0,46.0,8.0,22.0,9.0,18.0,0.0,12.0,19.0,2.0,9.0,19.0,16.0,24.0,21.0,0,347,347,144719.82,best_sellers,660,Top 10% performers - High demand items
92-30-18,MONACO,999094,SP24,MONACO - WOMEN'S LEATHER JACKETS IN BORDEAUX,BORDEAUX,549.2XL,5493171833768,573.57,54,54.0,12.0,19.0,11.0,24.0,19.0,5.0,9.0,13.0,11.0,7.0,19.0,4.0,19.0,20.0,4.0,2.0,3,252,252,144539.64,best_sellers,660,Top 10% performers - High demand items
